index,name,type,category,Courriel,Type.1,Région,Periodicité,Province,Ville,Catégorie,Groupe de presse,Télécopieur,Site web,Code postal,Spécialisations,Téléphone,Adresse
1341,Smartcut Agency,Agence,Indépendant,info@smartcutagency.com,Agence,Montréal,,QC,Montréal,,Indépendant,,www.smartcutagency.com,H2J 1X1,Production audiovisuelle - Actualités internationales,514 587-6660,"842, avenue du Mont-Royal E., #1 "
1342,SOCAM (Atikamekw-Montagnais),Radio,Indépendant,socam@socam.net,Radio,Québec,,QC,Wendake,Média ethnique,Indépendant,418 845-4198,www.socam.net,G0A 4V0,Affaires régionales - Autochtones,418 843-2611,"50, boul. Bastien 4e étage, bur. 600"
1343,Solo,Magazine,Independant,,Magazine,Montréal,6 fois l'an,QC,Montréal,,Independant,(514) 493-0428,,H1N 3T6,,(514) 493-9212,"C.P. 49178, Succ. Versailles "
1344,Sonance,Internet,,,Internet,,,,,,,,www.sonance.qc.ca/,,,,
1345,Sorel-Tracy Express,,TC Media,sorel-tracyexpress@tc.tc,,,,QC,Sorel,,TC Media,450 746-0801,www.sorel-tracyexpress.ca/,J3P 7P5,,450 746-0886,"100, rue plante "
1346,Sortir - Vivre en Montérégie,Hebdo régional,TC Media,,Hebdo régional,Montérégie,,QC,Beloeil,,TC Media,450 655-9752,,J3G 4H6,,450 464-5123,"393, boul. Sir Wilfried-Laurier "
1347,Southam Publications,Groupe de presse,,,Groupe de presse,Outaouais,,ON,Don Mills,,,(416) 442-2077,www.canwestglobal.com,M3B 2X7,,(416) 445-6641,"1450, Don Mills "
1348,Speed,Magazine,Indépendant,info@speedmag.ca,Magazine,Montréal,4 fois l'an,QC,Montréal,,Indépendant,,www.speedmag.ca,H4C 2C7,,,"4000, St-Ambroise, #299 "
1349,Spirale,Périodique,Independant,k15100@er.uqam.ca,Périodique,Montréal,6 fois l'an,QC,Montréal,,Independant,(514) 934-6390,,H3K 1G6,,(514) 934-5651,"1751, Richardson, #5500 "
1350,Sport-Action Vidéo,Télévision,Indépendant,info@sportactionvideo.com,Télévision,Québec,,QC,Sainte-Foy,,Indépendant,(418) 682-0554,,G1N 4P4,Plein air - Sports & Loisirs,(418) 682-8204,"2323, boul. du Versant N., #204 "
1351,Sportzframe,Agence,Indépendant,herby@sportzframe.com,Agence,Montréal,,QC,Montréal,,Indépendant,,,H2B 2T7,,514 893-7189,"10247, d'Iberville, #A "
1352,St-Valère c'est notre affaire,Magazine,Independant,,Magazine,,Mensuel,QC,Saint-Valère,Média communautaire,Independant,,,G0P 1M0,,(819) 353-2847,"201, place Hébert "
1353,St-Zeph en bref,Magazine,Indépendant,,Magazine,,5 fois l'an,QC,St-Zéphirin-de-Courval,Média communautaire,Indépendant,(450) 564-2339,,J0G 1V0,,(450) 564-2507,"1471, rang Saint-Pierre "
1354,Star inc.,Magazine,Quebecor,starinc@tvapublications.com,Magazine,Montréal,Mensuel,QC,Longueuil,,Quebecor,514 848-9854,,J4K 5G7,Nouvelles artistiques,514 848-7000,1010 Sérigny Street 
1355,Star Système,Magazine,Quebecor,,Magazine,Montréal,Hebdomadaire,QC,Longueil,,Quebecor,514 848-9854,www.starsysteme.ca,J4K 5G7,,514 848-7000,"1010, rue sévigny 4e étage"
1356,Stigmat  Photo,,,,,,,,Québec,,,,,,,,
1357,Stratégies,Magazine,Indépendant,groupe@scorpion-strategies.com,Magazine,Montréal,6 fois l'an,QC,Montréal,,Indépendant,514 499-1792,www.scorpion-strategies.com,H2X 3L3,Affaires - Afrique - Francophonie,514 287-8958,"3446, Saint-Denis, #103 "
1358,Styles de vie,Périodique,Gesca,stylesdevie@lapresse.ca,Périodique,Montréal,,QC,Montréal,,Gesca,(514) 904-5543,,H2Y 1J5,,(514) 285-7207,"44, Saint-Antoine O. "
1359,SUMMUM,Magazine,Québec Magazines,redaction@summummag.com,Magazine,Québec,,QC,Québec,,Québec Magazines,418 263-0247,www.summummag.com,G1N 3X6,,418 266-6166,"214, avenue St-Sacrement, #230 "
1360,Summum Girl,Magazine,Indépendant,redaction@summummag.com,Magazine,Québec,Mensuel,QC,Québec,,Indépendant,,www.summummag.com,G1K 8G3,,418 266-6166,"410, boul. Charest E., #540 "
1361,Supérieur Vision Vidéo Inc.,Télévision,,,Télévision,,,QC,Grande-Rivière,,,(418) 385-2810,,G0C 1V0,,(418) 385-3827,"48-E, Grande-Allée E. C.P. 897"
1362,Super Hebdo de Montréal,Hebdo régional,Quebecor,,Hebdo régional,Montréal,Hebdomadaire,QC,Montréal,,Quebecor,(514) 597-0217,,H2L 4X9,,(514) 597-1440,"801, Sherbrooke E., #200 "
1363,Sympatico.ca,Internet,Bell Media,marie-josee.turgeon@bellmedia.ca,Internet,Montréal,,QC,Montréal,,Bell Media,,www.sympatico.ca,H2X 1Y8,,514 -529-3200 #2080,"1717, René-Lévesque Est, 4e étage "
1364,Synercom Téléproductions,Télévision,Indépendant,info@synercom.ca,Télévision,Montréal,,QC,Montréal,,Indépendant,514 273-2109,,H2J 2M1,Documentaires,514 273-4333,"5189, Saint-Denis "
1365,Systemes,Internet,,,Internet,,,,,,,,www.zone.ca/~jfilion/systemes/,,,,
1366,T V A  (CFER - Rimouski),Tél,Quebecor,nouvelles@tva.ca ,Tél,Bas-St-Laurent,,QC,Rimouski,,Quebecor,418 723-0857,www.tvanouvelles.ca/regional/bas-saint-laurent,G5M 1G1,,418 722-6011,"465, boul. Sainte-Anne Est "
1367,T V A  (CHLT - Sherbrooke),Tél,Quebecor,nouvelles.sherbrooke@tva.ca,Tél,Estrie,,QC,Sherbrooke,,Quebecor,819 565-4650,www.tvasherbrooke.com,J1L 1C9,,819 569-8833,"3330, King O. "
1368,T V A (CFCM  - Québec),Télévision,Quebecor,nouvelles.quebec@tva.ca,Télévision,Québec,,QC,Sainte-Foy,,Quebecor,418 681-4239,www.tva.canoe.ca/stations/cfcm,G1V 2W3,,418 688-9330,"1000, av. Myrand "
1369,T V A (CFEM - Rouyn-Noranda),Tél,RNC Media,nouvelles@rncmedia.ca,Tél,Abitibi-Témiscamingue,,QC,Rouyn-Noranda,,RNC Media,819 762-6316,www.tvaabitibi.ca,J9X 1G5,,819 762-0744,"380, Murdoch "
1370,T V A (CFER - Baie-Comeau),Tél,Quebecor,andre.normandeau@tva.ca ,Tél,Côte-Nord,,QC,Baie-Comeau,,Quebecor,418 296-0265,www.tvanouvelles.ca/regional/bas-saint-laurent,G4Z 2Z1,,418 296-6034,"337, boul. Lasalle "
1371,T V A (CFER - Sept-Iles),Tél,Quebecor,alexandre.cantin@tva.ca,Tél,Côte-Nord,,QC,Sept-Iles,,Quebecor,418 968-5665,www.tvanouvelles.ca/regional/bas-saint-laurent,G4R 2N5,,418 968-6024,"410, Evangéline "
1372,T V A (CFTM - Montréal),Tél,Quebecor,nouvelles@tva.ca,Tél,Montréal,,QC,Montréal,,Quebecor,514 598-6073,http://tvanouvelles.ca,H2L 4P2,,514 526-9251,"1600, boul. de Maisonneuve E. 10e étage - Nouvelles"
1373,T V A (CHAU - Carleton),Tél,Quebecor,info@chautv.ca,Tél,Gaspésie-IdM,,QC,Carleton,,Quebecor,418 364-7168,www.chautva.com,G0C 1J0,,418 364-3344,"349, boul. Perron "
1374,T V A (CHEM - Trois-Rivières),Tél,Quebecor,nouvelles.chem@tva.ca,Tél,Mauricie,,QC,Trois-Rivières,,Quebecor,819 376-2906,www.tvanouvelles.ca/regional/mauricie,G8Y 5N6,,819 376-8880,"3625, boul. Chanoine-Moreau "
1375,T V A (CHOT - Gatineau),Tél,RNC Media,chot@radionord.com,Tél,Outaouais,,QC,Gatineau,,RNC Media,819 770-0272,www.tvagatineau.ca,J8Z 1W5,,819 770-1040,"171-A, Jean-Proulx "
1376,T V A (CIMT - Rivière-du-Loup),Tél,Indépendant,nouvelles@cimt.ca,Tél,Bas-St-Laurent,,QC,Rivière-du-Loup,,Indépendant,418 867-4710,www.cimt.teleinterrives.com,G5R 5B7,Affaires régionales,418 867-1341,"15, de la Chute Ouest "
1377,T V A (CJPM - Chicoutimi),Tél,Quebecor,nouvelles.cjpm@tva.ca,Tél,Saguenay-Lac-St-Jean,,QC,Chicoutimi,,Quebecor,418 549-1130,www.tvanouvelles.ca/regional/saguenay-lac-saint-jean,G7H 5G3,,"418 549-2576, #1","1, Mont Sainte-Claire, C.P. 600 "
1378,T V A (LCN- Montréal),Télévision,Quebecor,,Télévision,,,QC,Montréal,,Quebecor,514 598-6073,www.reseau.tva.ca,H2L 4P2,,514 598-2869,"1600, boul. de Maisonneuve E. "
1379,T V A - Canal Argent,Télévision,Quebecor,,Télévision,Montréal,,QC,Montréal,,Quebecor,514 598-6073,http://argent.canoe.com/,H2L 4P2,,514 598-2869,"1600, boul. de Maisonneuve E. "
1380,T V A Publications,Magazine,Quebecor,tva-publications@tva.com,Magazine,Montréal,,QC,Longueuil,,Quebecor,514 270-6900,groupetva.ca/legroupe/publications,J4K 5G7,,514 848-7000,"1010, rue Sérigny  "
1381,T V B L,Tél,Indépendant,info@tvbl.ca,Tél,Laurentides,,QC,Sainte-Thérèse,Média communautaire,Indépendant,450 434-5866,tvbl.ca,J7E 1X1,,450 434-5021,"33, Blainville O., #100 "
1382,T V R L ,Télévision,Indépendant,info@tvrl.ca,Télévision,Montréal,,QC,Laval,Média communautaire,Indépendant,450 973-8007,www.tvrl.ca,H7L 3N6,,450 973-8005,"1607, boul. Saint-Elzéar O. "
1383,T V R M - Vox Lanaudière,Radio,Indépendant,tvrm@videotron.ca,Radio,Lanaudière,,QC,Terrebonne,Média communautaire,Indépendant,450 729-0328,www.tvrm.ca,J6W 2Z9,,450 729-0327,"688, rue Montée Masson S.  "
1384,Télé Scoop,,,,,Montérégie,,QC,Longueuil,,,(450) 646-7627,,J4K 2Y6,,(450) 677-2667,"388, Verchères "
1385,Télé-Vision,Télévision,Indépendant,info@tele-vision.tv,Télévision,Montréal,,QC,Montréal,,Indépendant,514 866-1696,http://tele-vision.tv,H3K 1A4,Documentaires,514 866-3020,1300 rue St-Patrick 
1386,Télé. comm. Témiscouata,Télévision,Indépendant,tvct@videotron.ca,Télévision,Bas-St-Laurent,,QC,Cabano,Média communautaire,Indépendant,418 854-3146,www.tvctemiscouata.net,G0L 1E0,Affaires régionales,418 854-3133,"42, Pelletier Ouest, C.P. 70 "
1387,Téléféric,Télévision,Indépendant,teleferic@sympatico.ca,Télévision,Montréal,,QC,Montréal,,Indépendant,(514) 843-4990,,H3A 2H7,Affaires publiques - Documentaires,(514) 843-3297,"1435, Bleury, #511 "
1388,Télémédia,,,,,Montréal,,QC,Montréal,,,(514) 877-6699,,H3B 3N2,,(514) 877-6670,"1, pl. Ville-Marie, #3333 "
1389,Télévision communautaire de l'Érable,Télévision,Cogeco,tvce@tvce.org,Télévision,Québec,,QC,Plessiville,Média communautaire,Cogeco,819 362-0013,www.tvce.org,G6L 1X2,,819 362-0012,"2264, de la Coopérative "
1390,Télévision Outremont,Télévision,Indépendant,,Télévision,Montréal,,QC,Montréal,Média communautaire,Indépendant,,,H2V 4G7,,,"5214, av. du Parc "
1391,"TAG Radio FM (96,5)",Radio,RNC Media,ststonge@rncmedia.ca,Radio,Outaouais,,QC,Gatineau,,RNC Media,,www.tagradio.fm,J8Z 1W5,,819 770-1040,"171-A, Jean-Proulx "
1392,TC Media - Direction régionale Ouest métropolitain,Groupe de presse,TC Media,redaction_ouest@tc.tc,Groupe de presse,Montréal,,QC,Montréal,,TC Media,514 636-7317 ,http://tctranscontinental.com/fr/contact/tc-media/local-solutions,H3B 4X9,,514 636-7314,"1100, boul. René-Lévesque Ouest 24e étage "
1393,TC Media Québec,,TC Media,,,,,QC,Québec,,TC Media,,,G2C 2B4,,,"5000, Hugues-Randin "
1394,Techno Pop Culture,Internet,,,Internet,,,,,,,,www.generation.net/~kkfred/tpc/tpcmag.html,,,,
1395,Telbec,Agence,,telbec@telbec.com,Agence,Montréal,,QC,Montréal,,,514 871-9535,www.telbec.com,H2Z 1Y6,,514 871-1161,"1111, Saint-Urbain, #111 "
1396,Télé comm. Beauceville,Tél,Indépendant,tvcb@sogetel.com,Tél,Chaudière-Appalaches,,QC,Beauceville,Média communautaire,Indépendant,418 774-2322,tvcb.ca,G5X 1J3,,418 774-2322,"595-E, 9e Avenue "
1397,Télé comm. de Grande-rivière inc.,Tél,Indépendant,tvcgr@hotmail.com,Tél,Gaspésie-IdM,,QC,Grande-rivière,Média communautaire,Indépendant,418 385-4638,tvcgr.com,G0C 1V0,,418 385-3909,"205, rue du Parc, #2 "
1398,Télé comm. de Kamouraska,Tél,Indépendant,tvck@tvck.org,Tél,Bas-St-Laurent,,QC,Saint-Pascal,Média communautaire,Indépendant,418 492-7498,www.tvck.org,G0L 3Y0,,418 492-2711,"518, Saint-Elzéar "
1399,Télé comm. de Saint-Raymond,Tél,Indépendant,administration@cjsr3.com,Tél,Québec,,QC,Saint-Raymond,Média communautaire,Indépendant,418 337-4991,www.cjsr3.com,G3L 4R8,,418 337-4925,"175-C, Saint-Joseph, CP 5033 "
1400,Télé comm. des Vents et Marées,Tél,,info@tvcvm.com,Tél,Québec,,QC,La Malbaie,Média communautaire,,418 665-4402,www.tvc-vm.com,G5A 2P2,,418 665-4401,"764, Saint-Raphaël "
1401,Télé-Québec (Capitale-nationale),Tél,Télé-Québec,mcparadis@telequebec.tv,Tél,Québec,,QC,Québec,,Télé-Québec,418 646-1233,www.telequebec.tv,G1R 1T3,Arts et culture - Éducation - Famille,"418 643-5303, #6222","270, ch. Sainte-Foy "
1402,Télé-Québec (Gaspésie-îles-de-la-madeleine),Tél,Télé-Québec,cbujold@telequebec.tv,Tél,Gaspésie-IdM,,QC,Carleton,,Télé-Québec,418 364-7641,www.telequebec.tv,G0C 1J0,Arts et culture - Éducation - Famille,418 364-7025,"436, boul. Perron, C.P. 270 "
1403,Télé-Québec (Gatineau),Tél,Télé-Québec,fdesrochers@telequebec.tv,Tél,Outaouais,,QC,Gatineau,,Télé-Québec,819 772-3473,www.telequebec.tv,J8X 4C2,Arts et culture - Éducation - Famille,819 772-3471,"170, rue de l'hôtel-de-ville 7e étage, #7.100"
1404,Télé-Québec (Montréal),Tél,Télé-Québec,info@telequebec.qc.ca,Tél,Montréal,,QC,Montréal,,Télé-Québec,514 873-2601,www.telequebec.tv,H2K 3L7,Arts et culture - Éducation - Famille - Société,"514 521-2424 , 2263","1000, Fullum "
1405,Télé-Québec (Rimouski),Tél,Télé-Québec,ddube@telequebec.tv,Tél,Bas-St-Laurent,,QC,Rimouski,,Télé-Québec,418 727-3814,www.telequebec.tv,G5L 1X7,Arts et culture - Éducation - Famille,418 727-3743,"79, de l'Évêché E. "
1406,Télé-Québec (Saguenay),Tél,Télé-Québec,jrobert@telequebec.tv,Tél,Saguenay-Lac-St-Jean,,QC,Jonquière,,Télé-Québec,418 695-8155,www.telequebec.tv,G7X 3P4,Arts et culture - Éducation - Famille,418 695-8152,"3788, de la Fabrique Pavillon Joseph-Angers"
1407,Télé-Québec (Sept-Iles),Tél,Télé-Québec,vlamontagne@telequebec.tv,Tél,Côte-Nord,,QC,Sept-Iles,,Télé-Québec,418 964-8923,www.telequebec.tv,G4R 2N5,Arts et culture - Éducation - Famille,418 964-8240,"410, Évangéline "
1408,Télé-Québec (Sherbrooke),Tél,Télé-Québec,pgervais@telequebec.tv,Tél,Estrie,,QC,Sherbrooke,,Télé-Québec,819 820-3449,www.telequebec.tv,J1L 1C9,Arts et culture - Éducation - Famille,819 820-3436,"3330, King O., # 1000 "
1409,Télé-Québec (Trois-Rivières),Tél,Télé-Québec,mjdesjardins@telequebec.tv,Tél,Mauricie,,QC,Trois-Rivières,,Télé-Québec,819 371-6684,www.telequebec.tv,G9A 5S9,Arts et culture - Éducation - Famille - Littérature,819 371-6752,"100, rue Laviolette, #RC20 "
1410,Télé-Québec (Val-d’Or),Tél,Télé-Québec,jlacoste@telequebec.tv,Tél,Abitibi-Témiscamingue,,QC,Val-d'Or,,Télé-Québec,819 824-2431,www.telequebec.tv,J9P 1S7,Arts et culture - Éducation - Famille,819 874-5132,"689, 3e Avenue "
1411,Télé-Soleil,Tél,Cogeco,telesoleil@globetrotter.net,Tél,Gaspésie-IdM,,QC,Mont-Louis,Média communautaire,Cogeco,418 797-2767,www.telesoleil.com,G0E 1T0,affaires municipales,418 797-2414,"1B, 1ère avenue  C.P. 37"
1412,Télé-Sourire,Tél,Cogeco,telesourire@globetrotter.net,Tél,Gaspésie-IdM,,QC,Petite Vallée,Média communautaire,Cogeco,418 393-2794,www.telesourire.tv,G0E 1Y0,,418 393-2794,"70, Principale "
1413,Télé. comm. de la Rive-Sud (TVRS),Tél,Quebecor,info@tvrs.ca,Tél,Montérégie,,QC,Saint-Hubert,Média communautaire,Quebecor,450 678-9335,www.tvrs.ca,J3Y 3S3,,450 655-9925,"7445, ch. Chambly "
1414,Télé. comm. du Haut-Richelieu (TVHR),Tél,Quebecor,,Tél,Montérégie,,QC,Saint-Jean-sur-Richelieu,Média communautaire,Quebecor,450 358-4832,www.tvhr9.com,J3B 6X4,,450 358-1816,"145, rue Richelieu "
1415,Télé. comm. d’Argenteuil,Tél,Indépendant,tvclachu@videotron.ca,Tél,Laurentides,,QC,Lachute,Média communautaire,Indépendant,450 562-6535,www.tvcargenteuil.com,J8H 1R2,Communautaire,450 562-2481,"391, rue Lafleur "
1416,Télé. comm. Gatineau,Tél,Indépendant,nouvelles@tvc.qc.ca,Tél,Outaouais,,QC,Gatineau,Média communautaire,Indépendant,819 281-6573,www.tvc.qc.ca,J8L 1K1,Affaires municipales - Affaires régionales,819 281-8250,"150, MacLaren E. "
1417,Téléfiction,Tél,Indépendant,information@telefiction.com,Tél,Montréal,,QC,Montréal,,Indépendant,514 844-5498,www.telefiction.com,H2W 1Z5,Production,514 499-0972,"4446, boul. Saint-Laurent 7e étage"
1418,Télémag Québec,Tél,Indépendant,info@tele-mag.tv,Tél,Québec,,QC,Québec,,Indépendant,418 847-5261,www.tele-mag.tv,G2C 1S9,,418 670-9078,"2700, Jean-Perrin, #120 "
1419,TéléVag,Tél,Cogeco,courrier@televag.com,Tél,Gaspésie-IdM,,QC,Saint-Godefroi,Média communautaire,Cogeco,418 752-6559,www.televag.com,G0C 3C0,,418 752-6558,"97, route 132 C.P. 39"
1420,Télévision communautaire de la région des Appalaches,Tél,Indépendant,tvcra@cgocable.ca,Tél,Chaudière-Appalaches,,QC,Thetford Mines,Média communautaire,Indépendant,418 335-0830,www.tvcra.com,G6G 1J1,,418 338-8444,"37, Notre-Dame O. "
1421,Télévision communautaire de la Vallée du Richelieu (TVR-9),Tél,Quebecor,info@tvr9.org,Tél,Montérégie,,QC,Beloeil,Média communautaire,Quebecor,450 464-5786,www.tvr9.com,J3G 4K5,,450 464-7605,"777, rue Laurier "
1422,Télévision communautaire de Saint-Victor (TCS),Tél,Cogeco,tvcic@cgocable.ca,Tél,Chaudière-Appalaches,,QC,Saint-Victor,Média communautaire,Cogeco,,www.beauce.tv,G0M 2B0,Affaires municipales,418 588-6666,"311-A, Ambroise "
1423,Télévision communautaire des Bois-Francs,Tél,Indépendant,info@tvcbf.qc.ca,Tél,Québec,,QC,Victoriaville,Média communautaire,Indépendant,819 758-2399,www.tvcbf.qc.ca,G6P 3Z6,Affaires régionales - Communautaire,819 758-3688,"134, Notre-Dame E. "
1424,Télévision communautaire du Témiscamingue,,Indépendant,info@tvtemis.net,,Abitibi-Témiscamingue,,QC,Notre-Dame-du-Nord,Média communautaire,Indépendant,,www.tvtemis.net, J0Z 3B,,819 723-2814,"3, rue Principale Sud  "
1425,Télévision d'ici,Tél,Indépendant,info@teledici.com,Tél,Québec,,QC,Sainte-Anne-de-Beaupré,Média communautaire,Indépendant,418 827-5927,www.teledici.com,G0A 3C0,Affaires régionales,418 827-2169,"9795, boul. Sainte-anne "
1426,Télévision des Basses-Laurentides,Tél,Quebecor,info@tvbl.ca,Tél,Laurentides,,QC,Sainte-Thérèse,Média communautaire,Quebecor,450 434-5866,www.tvbl.ca,J7E 1X1,,450 434-5021,"33, blainville O., #100 "
1427,Télévision du Littoral,Tél,Cogeco,tvlitto@globetrotter.net,Tél,Côte-Nord,,QC,Forestville,Média communautaire,Cogeco,418 587-2247,www.tvlitto.com,G0T 1E0,,418 587-4422,"125, route 138 O. "
1428,Télévision du Sud-Ouest,Tél,,info@tvso.ca,Tél,Montérégie,,QC,Châteauguay,Média communautaire,,450 699-9935,www.tvso.ca,J6J 1Y2,,"450 692-3398, #202","29, boul. Saint-Francis  "
1429,Télévision locale Axion,Tél,Indépendant,cable11@axion.ca,Tél,Chaudière-Appalaches,,QC,Ste-Marie-de-Beauce,Média communautaire,Indépendant,,http://www.teleaxion.tv/pages_emissions/tour_ville.html,G6E 3Z9,,418 387-8353,"166, Notre-Dame Nord "
1430,Télévision locale de la Mitis,Tél,Cogeco,tvm@telemetis.ca,Tél,Bas-St-Laurent,,QC,Mont-Joli,Média communautaire,Cogeco,418 775-2842,www.cogeco.ca,G5H 2Z4,,418 775-2842,"1806, Isidore Lechasseur "
1431,Télévision locale de la Vallée de la Matapédia,Tél,Indépendant,info@tvcmatapedia.com,Tél,Gaspésie-IdM,,QC,Amqui,Média communautaire,Indépendant,418 629-4548,www.tvcmatapedia.com,G5J 3A7,,418 629-4503,"81, rue des Forges, #11 "
1432,Télévision locale Haute-Gaspésie,Tél,Cogeco,telepub09@globetrotter.net,Tél,Gaspésie-IdM,,QC,Sainte-Anne-des-Monts,Média communautaire,Cogeco,418 763-7149,www.cogeco.ca,G4V 1X5,,418 967-1365,"9, Belvedère, C.P. 125 "
1433,Télévision régionale Haute-Côte-Nord,Tél,Indépendant,tvr7.lyna@videotron.ca,Tél,Côte-Nord,,QC,Les Escoumins,Média communautaire,Indépendant,418 233-2340,www.tvr7.net,G0T 1K0,,418 233-2156,"107, rue Saint-Marcellin O. "
1434,Telimagin,Tél,Indépendant,info@telimagin.com,Tél,Montréal,,QC,Montréal,,Indépendant,514 276-7776,www.telimagin.com,H2T 1X3,,514 788-3366,"5333, Casgrain, #508 "
1435,Temps Fou,Magazine,,temps@cam.org,Magazine,Montréal,,QC,Montréal,,,(514) 285-4023,,H2W 2L3,,(514) 285-2101,"3979, Drolet "
1436,TFO / TVOntario,Tél,,vos_questions@tfo.org ,Tél,Outaouais,,ON,Toronto,,,416 968-8399,www.tfo.org,M5G 2B3,Émissions jeunesse - Éducation,416 968-3536,"21 rue College, #600 "
1437,"The Beat 92,5",Radio,Cogeco,,Radio,Montréal,,QC,Montréal,Média communautaire,Cogeco,514 766-7979,www.thebeat925.com,H5A 1M1,Musique,514 767-9250 ,"800, De La Gauchetière Ouest, #1100 "
1438,The Canadian Jewish News,Pér,,info@cjnews.com,Pér,Montréal,Hebdomadaire,QC,Montréal,Média communautaire,,514 735-9090,www.cjnews.com,H4P 1P7,,514 735-2612,"5475, rue Paré, #230 "
1439,The Concordian,Pér,Indépendant,editor@theconcordian.com production@theconcordian.com news@theconcordian.com life@theconcordian.com arts@theconcordian.com music@theconcordian.com sports@theconcordian.com opinions@theconcordian.com copy@theconcordian.com,Pér,Montréal,Hebdomadaire,QC,Montréal,Média étudiant,Indépendant,514 848-7427,www.theconcordian.com,H3G 1M8,,"514 848-2424, #7458","1455, boul. de Maisonneuve O., #H-733 "
1440,The Eastern Door,Pér,Indépendant,reception@easterndoor.com,Pér,Montérégie,Hebdomadaire,QC,Kahnawake,,Indépendant,450 635-8479,www.easterndoor.com,J0L 1B0,Affaires régionales - Autochtones,450 635-3050,C.P. 1170 
1441,The Equity,Hebdo régional,Indépendant,news@theequity.ca,Hebdo régional,Outaouais,Hebdomadaire,QC,Shawville,Média communautaire,Indépendant,819 647-2206,www.theequity.ca,J0X 2Y0,Affaires régionales,819 647-2204,"133, Centre, C.P. 4300 "
1442,The Filipino Forum,,Indépendant,filforum@hotmail.com,,Montréal,Mensuel,QC,Saint-Laurent,Média ethnique,Indépendant,,,H4R 1T3,,514 334-4055,"1165, rue Saint-Aubin "
1443,The Financial Post,Quotidien,Indépendant,newsroom@finpost.com,Quotidien,Montréal,,QC,Montréal,,Indépendant,(514) 877-3200,,H3B 5L1,,(514) 877-4209,"1010, Sainte-Catherine O. Bureau 200"
1444,The Gaspé Spec,Hebdo régional,Indépendant,specs@globetrotter.net,Hebdo régional,Gaspésie-IdM,Hebdomadaire,QC,New Carlisle,,Indépendant,418 752-6932,www.gaspespec.com,G0C 1Z0,Affaires régionales,418 752-5400,"128, boul. Gérard-D.-Lévesque C. P. 99"
1445,The Gazette,Quotidien,Postmedia,citynews@montrealgazette.com,Quotidien,Montréal,6 jours par semaine,QC,Montréal,,Postmedia,514 987-2438,www.montrealgazette.com/realdeal,H3B 5L1,,514 987-2222,"1010, Sainte-Catherine O., #200 "
1446,The Gleaner / La Source,Hebdo régional,TC Media,mario.pitre@tc.tc,Hebdo régional,Montérégie,Hebdomadaire,QC,Salaberry-de-Valleyfield,,TC Media,450 371-7254,www.the-gleaner.ca,J6T 4R4,Affaires régionales,450 373-8555,"55, rue Jacques-Cartier "
1447,The Globe and Mail,Quotidien,Bell Media,montreal@globeandmail.ca,Quotidien,Montréal,6 jours par semaine,QC,Montréal,,Bell Media,514 845-5815,www.globeandmail.com,H3A 3L4,,514 982-3065,"999, boul de Maisonneuve O, #1620 "
1448,The Insurance Journal,Magazine,Indépendant,idesk@insurance-journal.ca,Magazine,Montréal,10 fois l'an,QC,Montréal,,Indépendant,514 289-9527,http://www.insurance-journal.ca,H2Y 2E1,Affaires - Assurances,514 289-9595,"321, de la Commune West, #100 "
1449,The Journal,,Éditions André Paquette,jcornwall@eap.on.ca,,Ontario,,ON,Cornwall,Média communautaire,Éditions André Paquette,,www.lejournaldecornwall.ca,K6H 1C3,,613 938-1433,"625, chemin Montréal "
1450,The Laval News,Pér,Ind./Petit groupe,editor@newsfirst.ca,Pér,Montréal,Bimensuel,QC,Laval,,Ind./Petit groupe,450 687-6330,www.lavalnews.ca,H7V 1S1,Affaires régionales,450 978-9999,"360, boulevard Notre-Dame, #304 "
1451,The Link,Pér,Indépendant,news@thelinknewspaper.ca,Pér,Montréal,Hebdomadaire,QC,Montréal,Média étudiant,Indépendant,514 848-4540,www.thelinknewspaper.ca,H3G 1M8,Actualités - Vie étudiante,"514 848-2424, #8682","1455, boul. de Maisonneuve O.  #H-649"
1452,The Low down to hull and back news,Hebdo régional,Indépendant,general@lowdownonline.com,Hebdo régional,Outaouais,Hebdomadaire,QC,Wakefield,Média communautaire,Indépendant,819 459-3831,www.lowdownonline.com,J0X 3G0,Affaires régionales,819 459-2222,"815, Riverside Drive "
1453,The McGill Daily,Pér,Indépendant,news@mcgilldaily.com  features@mcgilldaily.com sports@mcgilldaily.com culture@mcgilldaily.com photos@mcgilldaily.com,Pér,Montréal,Bihebdomadaire,QC,Montréal,Média étudiant,Indépendant,514 398-8318,www.mcgilldaily.com,H3A 1X9,Actualités - Arts et culture - Société,514 398-6784,"3480, McTavish, #B-24 "
1454,The Mirror,Périodique,Quebecor,mirror@mtl-mirror.com,Périodique,Montréal,Hebdomadaire,QC,Montréal,,Quebecor,514 393-3173 ou 393-3756,www.montrealmirror.com,H2Y 4B4,Actualités - Arts et culture - Société,514 393-1010,"465, McGill, 3e étage "
1455,The Monitor,Hebdo régional,TC Media,,Hebdo régional,Montréal,Hebdomadaire,QC,Westmount,,TC Media,514 484-6028,www.themonitor.ca,H3Z 2N2,,514 484-5610,"245, Victoria Bureau 508"
1456,The Montreal Downtowner,Hebdo régional,,,Hebdo régional,Montréal,,QC,Montréal,,,(514) 847-0474,,H2X 2J1,,(514) 847-0469,"3720, du Parc, #1 "
